Phrase1	Person1	Personimg1	Audio1	Hint1	trans1	Phrase2	Person2	Personimg2	Audio2	Hint2	trans2	Note	Intro	Image	Tagimg	Taglogo	Tagtalk	Tags	Adio1toexport	Adio2toexport	1685	10	0	Tags
I'd like to know who should be responsible for keeping our city clean because this person is not doing a good job	Salli	<img src='Salli10.png' />	[sound:Level-C1-2067934020.mp3]	I'd   l_k_   t_   k_o_   w_o   <br>s_o_l_   b_   r_s_o_s_b_e   <br>f_r   k_e_i_g   o_r   c_t_   <br>c_e_n   b_c_u_e   t_i_   p_r_o_   i_   n_t   d_i_g   a   g_o_   j_b   	Gostaria de saber quem deveria ser responsável por manter nossa cidade limpa, porque essa pessoa não está fazendo um bom trabalho	I guess the city hall is responsible for keeping our city clean. But I heard they're short in staff, that's why they can't do it right 	Ana	<img src=Ana10.png />	[sound:Level-C1-1030104420.mp3]	I   g_e_s   t_e   c_t_   h_l_   <br>i_   r_s_o_s_b_e   f_r   <br>k_e_i_g   o_r   c_t_   c_e_n.   <br>B_t   I   h_a_d   t_e_'_e   s_o_t   i_   s_a_f,   t_a_'_   w_y   t_e_   c_n't   d_   i_   r_g_t      	Acho que a prefeitura é responsável por manter nossa cidade limpa. Mas eu ouvi dizer que eles estão com pouco pessoal, é por isso que eles não conseguem fazer isso direito		Complete abaixo em inglês:		<img src="Tag.png">	<img src="3xwiser.png">	<img src="talk.png">	➤Level-C1 ♥20-Do-something-about-it! ⚑Indirect-Questions 	Level-C1-2067934020.mp3	Level-C1-1030104420.mp3				
I wonder if I should complain about my neighbor's loud parties. He throws one every Friday night and it lasts until very late. It's driving me insane! 	Matthew	<img src='Matthew10.png' />	[sound:Level-C1-1336174827.mp3]	I   w_n_e_   i_   I   s_o_l_   <br>c_m_l_i_   a_o_t   m_   n_i_h_o_'_   <br>l_u_   p_r_i_s.   H_   <br>t_r_w_   o_e   e_e_y   F_i_a_   n_g_t   a_d   i_   l_s_s   u_t_l   v_r_   l_t_.   I_'_   d_i_i_g   m_   i_s_n_!      	Eu me pergunto se devo reclamar das festas barulhentas do meu vizinho. Ele faz uma toda sexta-feira à noite e dura até muito tarde. Está me deixando louco!	Well, if it's really bothering you, you should talk to your neighbor. If it doesn't work, just call the landlord 	Kendra	<img src=Kendra10.png />	[sound:Level-C1-1315058593.mp3]	W_l_,   i_   i_'_   r_a_l_   b_t_e_i_g   <br>y_u,   y_u   s_o_l_   <br>t_l_   t_   y_u_   n_i_h_o_.   <br>I_   i_   d_e_n't   w_r_,   j_s_   c_l_   t_e   l_n_l_r_      	Bem, se está incomodando muito, você deveria conversar com seu vizinho. Se não funcionar, basta ligar para o senhorio		Complete abaixo em inglês:		<img src="Tag.png">	<img src="3xwiser.png">	<img src="talk.png">	➤Level-C1 ♥20-Do-something-about-it! ⚑Indirect-Questions 	Level-C1-1336174827.mp3	Level-C1-1315058593.mp3				
My main problem is how I'm going to pay the rent this month. This month I had some extra expenses and I don't think my salary will be enough	Salli	<img src='Salli10.png' />	[sound:Level-C1-1589442557.mp3]	M_   m_i_   p_o_l_m   i_   h_w   <br>I'm   g_i_g   t_   p_y   <br>t_e   r_n_   t_i_   m_n_h.   <br>T_i_   m_n_h   I   h_d   s_m_   e_t_a   e_p_n_e_   a_d   I   d_n't   t_i_k   m_   s_l_r_   w_l_   b_   e_o_g_   	Meu principal problema é como vou pagar o aluguel este mês. Este mês tive algumas despesas extras e não acho que meu salário será suficiente	I can loan you some money if you need it. You can pay me when you have the money again	Kimberly	<img src=Kimberly10.png />	[sound:Level-C1-101746739.mp3]	I   c_n   l_a_   y_u   s_m_   m_n_y   <br>i_   y_u   n_e_   i_.   <br>Y_u   c_n   p_y   m_   w_e_   <br>y_u   h_v_   t_e   m_n_y   a_a_n   	Posso te emprestar algum dinheiro, se precisar. Você pode me pagar quando tiver o dinheiro novamente		Complete abaixo em inglês:		<img src="Tag.png">	<img src="3xwiser.png">	<img src="talk.png">	➤Level-C1 ♥20-Do-something-about-it! ⚑Indirect-Questions ♚	Level-C1-1589442557.mp3	Level-C1-101746739.mp3				
Could you tell me where I can go to pay for my parking ticket? 	John	<img src='John10.png' />	[sound:Level-C1-1558855753.mp3]	C_u_d   y_u   t_l_   m_   w_e_e   <br>I   c_n   g_   t_   p_y   <br>f_r   m_   p_r_i_g   t_c_e_?   <br>   	Você poderia me dizer onde posso pagar minha multa de estacionamento?	Well, I think you can pay it online	Kendra	<img src=Kendra10.png />	[sound:Level-C1-534846343.mp3]	W_l_,   I   t_i_k   y_u   c_n   <br>p_y   i_   o_l_n_   	Bem, acho que você pode pagar on-line		Complete abaixo em inglês:		<img src="Tag.png">	<img src="3xwiser.png">	<img src="talk.png">	➤Level-C1 ♥20-Do-something-about-it! ⚑Indirect-Questions 	Level-C1-1558855753.mp3	Level-C1-534846343.mp3				
Why prices are going up so fast is something that baffles me	Salli	<img src='Salli10.png' />	[sound:Level-C1-1914793814.mp3]	W_y   p_i_e_   a_e   g_i_g   u_   <br>s_   f_s_   i_   s_m_t_i_g   <br>t_a_   b_f_l_s   m_   	Por que os preços estão subindo tão rápido é algo que me deixa perplexa	I guess it's because of the inflation	Justin	<img src=Justin10.png />	[sound:Level-C1-2053192580.mp3]	I   g_e_s   i_'_   b_c_u_e   o_   <br>t_e   i_f_a_i_n   	Eu acho que é por causa da inflação		Complete abaixo em inglês:		<img src="Tag.png">	<img src="3xwiser.png">	<img src="talk.png">	➤Level-C1 ♥20-Do-something-about-it! ⚑Indirect-Questions 	Level-C1-1914793814.mp3	Level-C1-2053192580.mp3				
Do you have any idea of how they're going to build a hospital in such a short period of time? 	Kendra	<img src='Kendra10.png' />	[sound:Level-C1-1046381346.mp3]	D_   y_u   h_v_   a_y   i_e_   <br>o_   h_w   t_e_'_e   g_i_g   <br>t_   b_i_d   a   h_s_i_a_   <br>i_   s_c_   a   s_o_t   p_r_o_   o_   t_m_?      	Você tem alguma idéia de como eles vão construir um hospital em tão pouco tempo?	They have pretty efficient workers and excellent building material. The short period of time is not a problem for them	Matthew	<img src=Matthew10.png />	[sound:Level-C1-168367300.mp3]	T_e_   h_v_   p_e_t_   e_f_c_e_t   <br>w_r_e_s   a_d   e_c_l_e_t   <br>b_i_d_n_   m_t_r_a_.   T_e   <br>s_o_t   p_r_o_   o_   t_m_   i_   n_t   a   p_o_l_m   f_r   t_e_   	Eles têm trabalhadores bastante eficientes e excelente material de construção. O curto período de tempo não é um problema para eles		Complete abaixo em inglês:		<img src="Tag.png">	<img src="3xwiser.png">	<img src="talk.png">	➤Level-C1 ♥20-Do-something-about-it! ⚑Indirect-Questions 	Level-C1-1046381346.mp3	Level-C1-168367300.mp3				
I was bored yesterday, so I went out to ride a bike. Unfortunately, our city does not have many bike paths	Eva	<img src='Eva10.png' />	[sound:Level-C1-1950907187.mp3]	I   w_s   b_r_d   y_s_e_d_y,   <br>s_   I   w_n_   o_t   t_   <br>r_d_   a   b_k_.   U_f_r_u_a_e_y,   <br>o_r   c_t_   d_e_   n_t   h_v_   m_n_   b_k_   p_t_s   	Eu estava entediada ontem, então saí para andar de bicicleta. Infelizmente, nossa cidade não possui muitas ciclovias	Why there aren't more bike paths in this city is beyond me	Kimberly	<img src=Kimberly10.png />	[sound:Level-C1-1569876317.mp3]	W_y   t_e_e   a_e_'_   m_r_   b_k_   <br>p_t_s   i_   t_i_   <br>c_t_   i_   b_y_n_   m_   	Por que não há mais ciclovias nesta cidade está além de mim		Complete abaixo em inglês:		<img src="Tag.png">	<img src="3xwiser.png">	<img src="talk.png">	➤Level-C1 ♥20-Do-something-about-it! ⚑Indirect-Questions 	Level-C1-1950907187.mp3	Level-C1-1569876317.mp3				
We should do something about environmental issues. It's getting worse and worse and nobody takes a serious action	Justin	<img src='Justin10.png' />	[sound:Level-C1-509521517.mp3]	W_   s_o_l_   d_   s_m_t_i_g   <br>a_o_t   e_v_r_n_e_t_l   i_s_e_.   <br>I_'_   g_t_i_g   w_r_e   <br>a_d   w_r_e   a_d   n_b_d_   t_k_s   a   s_r_o_s   a_t_o_   	Deveríamos fazer algo sobre questões ambientais. Está ficando cada vez pior e ninguém toma uma ação séria	I totally agree with you. But the big question is how we can get the government authorities to listen to our concerns 	Salli	<img src=Salli10.png />	[sound:Level-C1-428230721.mp3]	I   t_t_l_y   a_r_e   w_t_   y_u.   <br>B_t   t_e   b_g   q_e_t_o_   <br>i_   h_w   w_   c_n   <br>g_t   t_e   g_v_r_m_n_   a_t_o_i_i_s   t_   l_s_e_   t_   o_r   c_n_e_n_      	Eu concordo totalmente com você. Mas a grande questão é como podemos fazer com que as autoridades governamentais ouçam nossas preocupações		Complete abaixo em inglês:		<img src="Tag.png">	<img src="3xwiser.png">	<img src="talk.png">	➤Level-C1 ♥20-Do-something-about-it! ⚑Indirect-Questions ♚	Level-C1-509521517.mp3	Level-C1-428230721.mp3				
I bought new luggage last month, and one of the wheels has already come off	Ana	<img src='Ana10.png' />	[sound:Level-C1-1471322862.mp3]	I   b_u_h_   n_w   l_g_a_e   l_s_   <br>m_n_h,   a_d   o_e   <br>o_   t_e   w_e_l_   h_s   a_r_a_y   <br>c_m_   o_f   	Comprei uma bagagem nova no mês passado e uma das rodas já saiu	Oh, you're kidding. Did you take it back to the store?	Kimberly	<img src=Kimberly10.png />	[sound:Level-C1-2124626114.mp3]	O_,   y_u'r_   k_d_i_g.   D_d   <br>y_u   t_k_   i_   b_c_   <br>t_   t_e   s_o_e?   	Oh, você está brincando. Você levou de volta para a loja?		Complete abaixo em inglês:		<img src="Tag.png">	<img src="3xwiser.png">	<img src="talk.png">	➤Level-C1 ♥20-Do-something-about-it! ⚑Indirect-Questions 	Level-C1-1471322862.mp3	Level-C1-2124626114.mp3				
What would you do if you accidentally dented a parked car in a parking lot? 	Justin	<img src='Justin10.png' />	[sound:Level-C1-1789394573.mp3]	W_a_   w_u_d   y_u   d_   i_   <br>y_u   a_c_d_n_a_l_   d_n_e_   <br>a   p_r_e_   c_r   i_   a   <br>p_r_i_g   l_t?      	O que você faria se acidentalmente amassasse um carro estacionado em um estacionamento?	Well, if the owner weren't around, I'd leave a note with my cell phone number. I would also pay for the repair 	John	<img src=John10.png />	[sound:Level-C1-1150082236.mp3]	W_l_,   i_   t_e   o_n_r   w_r_n't   <br>a_o_n_,   I'd   l_a_e   <br>a   n_t_   w_t_   m_   c_l_   <br>p_o_e   n_m_e_.   I   w_u_d   a_s_   p_y   f_r   t_e   r_p_i_      	Bem, se o dono não estivesse por perto, eu deixaria uma anotação com o meu número de telefone celular. Eu também pagaria pelo conserto		Complete abaixo em inglês:		<img src="Tag.png">	<img src="3xwiser.png">	<img src="talk.png">	➤Level-C1 ♥21-What-would-you-do? ⚑Conditional-clauses ♚	Level-C1-1789394573.mp3	Level-C1-1150082236.mp3				
If you found out your co-worker got the job using false credentials, what would you do? 	Ana	<img src='Ana10.png' />	[sound:Level-C1-1081859311.mp3]	I_   y_u   f_u_d   o_t   y_u_   <br>c_-_o_k_r   g_t   t_e   j_b   <br>u_i_g   f_l_e   c_e_e_t_a_s,   <br>w_a_   w_u_d   y_u   d_?      	Se você descobrisse que seu colega conseguiu o emprego usando credenciais falsas, o que você faria?	I would keep it a secret unless my co-worker continued lying about it. I mean, he wasn't honest so he doesn't deserve the job 	Salli	<img src=Salli10.png />	[sound:Level-C1-474975512.mp3]	I   w_u_d   k_e_   i_   a   s_c_e_   <br>u_l_s_   m_   c_-_o_k_r   <br>c_n_i_u_d   l_i_g   a_o_t   <br>i_.   I   m_a_,   h_   w_s_'_   h_n_s_   s_   h_   d_e_n't   d_s_r_e   t_e   j_b      	Eu manteria isso em segredo, a menos que meu colega de trabalho continuasse mentindo sobre isso. Quero dizer, ele não foi honesto, então ele não merece o emprego		Complete abaixo em inglês:		<img src="Tag.png">	<img src="3xwiser.png">	<img src="talk.png">	➤Level-C1 ♥21-What-would-you-do? ⚑Conditional-clauses ♚	Level-C1-1081859311.mp3	Level-C1-474975512.mp3				
What would you do if the ATM gave you more money than you asked for?	Kendra	<img src='Kendra10.png' />	[sound:Level-C1-1947111231.mp3]	W_a_   w_u_d   y_u   d_   i_   <br>t_e   A_M   g_v_   y_u   m_r_   <br>m_n_y   t_a_   y_u   a_k_d   <br>f_r?   	O que você faria se o caixa eletrônico te desse mais dinheiro do que você pediu?	Even if I were really broke, I would return the extra money to the bank. I'm trying to teach honesty to my children, I'd be a terrible role model if I kept money that is not mine	Ana	<img src=Ana10.png />	[sound:Level-C1-1285100215.mp3]	E_e_   i_   I   w_r_   r_a_l_   <br>b_o_e,   I   w_u_d   r_t_r_   <br>t_e   e_t_a   m_n_y   t_   <br>t_e   b_n_.   I'm   t_y_n_   t_   t_a_h   h_n_s_y   t_   m_   c_i_d_e_,   I'd   b_   a   t_r_i_l_   r_l_   m_d_l   i_   I   k_p_   m_n_y   t_a_   i_   n_t   m_n_   	Mesmo se eu estivesse realmente sem dinheiro, eu devolveria o dinheiro extra ao banco. Estou tentando ensinar honestidade aos meus filhos, seria um péssimo exemplo se eu ficasse com dinheiro que não é meu		Complete abaixo em inglês:		<img src="Tag.png">	<img src="3xwiser.png">	<img src="talk.png">	➤Level-C1 ♥21-What-would-you-do? ⚑Conditional-clauses ♚	Level-C1-1947111231.mp3	Level-C1-1285100215.mp3				
Would you borrow money from a friend if you needed to?	Eva	<img src='Eva10.png' />	[sound:Level-C1-1237994273.mp3]	W_u_d   y_u   b_r_o_   m_n_y   <br>f_o_   a   f_i_n_   i_   y_u   <br>n_e_e_   t_?   	Você pediria dinheiro emprestado a um amigo se precisasse?	Well, I wouldn't borrow money from a friend unless I really needed the money. Borrowing money from someone you're close with is never a good idea	Kimberly	<img src=Kimberly10.png />	[sound:Level-C1-793843101.mp3]	W_l_,   I   w_u_d_'_   b_r_o_   <br>m_n_y   f_o_   a   f_i_n_   <br>u_l_s_   I   r_a_l_   n_e_e_   <br>t_e   m_n_y.   B_r_o_i_g   m_n_y   f_o_   s_m_o_e   y_u'r_   c_o_e   w_t_   i_   n_v_r   a   g_o_   i_e_   	Bem, eu não pegaria dinheiro emprestado de um amigo a menos que realmente precisasse. Pedir dinheiro emprestado a alguém próximo de você nunca é uma boa ideia		Complete abaixo em inglês:		<img src="Tag.png">	<img src="3xwiser.png">	<img src="talk.png">	➤Level-C1 ♥21-What-would-you-do? ⚑Conditional-clauses 	Level-C1-1237994273.mp3	Level-C1-793843101.mp3				
If a cashier undercharged me, I would tell him even if it were a small difference	Justin	<img src='Justin10.png' />	[sound:Level-C1-1146424631.mp3]	I_   a   c_s_i_r   u_d_r_h_r_e_   <br>m_,   I   w_u_d   t_l_   <br>h_m   e_e_   i_   i_   w_r_   <br>a   s_a_l   d_f_e_e_c_   	Se um caixa me cobrasse a menos, eu diria a ele mesmo que fosse uma pequena diferença	I'd do the same thing. It wouldn't be honest of me to keep the money	Eva	<img src=Eva10.png />	[sound:Level-C1-431953517.mp3]	I'd   d_   t_e   s_m_   t_i_g.   <br>I_   w_u_d_'_   b_   h_n_s_   <br>o_   m_   t_   k_e_   t_e   <br>m_n_y   	Eu faria a mesma coisa. Não seria honesto da minha parte ficar com o dinheiro		Complete abaixo em inglês:		<img src="Tag.png">	<img src="3xwiser.png">	<img src="talk.png">	➤Level-C1 ♥21-What-would-you-do? ⚑Conditional-clauses 	Level-C1-1146424631.mp3	Level-C1-431953517.mp3				
I would return a birthday present to the store only if I didn't like it at all. Knowing that I returned it could hurt the person who gave me the present	Kendra	<img src='Kendra10.png' />	[sound:Level-C1-2049226683.mp3]	I   w_u_d   r_t_r_   a   b_r_h_a_   <br>p_e_e_t   t_   t_e   <br>s_o_e   o_l_   i_   I   d_d_'_   <br>l_k_   i_   a_   a_l.   K_o_i_g   t_a_   I   r_t_r_e_   i_   c_u_d   h_r_   t_e   p_r_o_   w_o   g_v_   m_   t_e   p_e_e_t   	Eu devolveria um presente de aniversário à loja apenas se não gostasse de jeito nenhum. Saber que devolvi ele poderia magoar a pessoa que me deu o presente	I know what you mean. Once my aunt gave me a yellow sweater and as you know, yellow is not my color. So I returned it to the store and my aunt never knew it	Salli	<img src=Salli10.png />	[sound:Level-C1-1818039345.mp3]	I   k_o_   w_a_   y_u   m_a_.   <br>O_c_   m_   a_n_   g_v_   <br>m_   a   y_l_o_   s_e_t_r   a_d   <br>a_   y_u   k_o_,   y_l_o_   i_   n_t   m_   c_l_r.   S_   I   r_t_r_e_   i_   t_   t_e   s_o_e   a_d   m_   a_n_   n_v_r   k_e_   i_   	Eu sei o que você quer dizer. Uma vez minha tia me deu um suéter amarelo e, como você sabe, o amarelo não é a minha cor. Então eu devolvi para a loja e minha tia nunca soube disso		Complete abaixo em inglês:		<img src="Tag.png">	<img src="3xwiser.png">	<img src="talk.png">	➤Level-C1 ♥21-What-would-you-do? ⚑Conditional-clauses ♚	Level-C1-2049226683.mp3	Level-C1-1818039345.mp3				
